"timepoint"	"genotype"	"treatment"	"concentration"	"NPQ"	"qL"	"qN"	"qP"	"Y.II."	"file"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.777	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.769	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.765	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.745	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.754	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.771	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.785	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.784	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.788	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.784	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.785	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.777	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.787	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.786	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.775	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.767	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.769	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.764	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.762	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.767	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.775	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.78	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.781	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.777	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.783	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.781	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.778	"input/For machine learning/20171129_2017-11-29_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.778	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.692	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.775	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.772	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.754	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.758	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.707	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.784	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.674	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.739	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.747	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.679	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.774	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.78	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.748	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.462	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.582	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.723	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.55	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.53	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.782	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.779	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.777	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.778	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.781	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.761	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.771	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.778	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.776	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.786	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.781	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.773	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.779	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.776	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.667	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.772	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.77	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.774	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.782	"input/For machine learning/High Light_2017-06-01_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.778	"input/For machine learning/High Light_2017-06-01_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.777	"input/For machine learning/High Light_2017-06-01_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.792	"input/For machine learning/High Light_2017-06-01_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.792	"input/For machine learning/High Light_2017-06-01_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.796	"input/For machine learning/High Light_2017-06-01_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.803	"input/For machine learning/High Light_2017-06-01_.txt"
1	"Col-0"	"NaCl"	0	0	1	0	1	0.798	"input/For machine learning/High Light_2017-06-01_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.791	"input/For machine learning/High Light_2017-06-01_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.785	"input/For machine learning/High Light_2017-06-01_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.794	"input/For machine learning/High Light_2017-06-01_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.802	"input/For machine learning/High Light_2017-06-01_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.798	"input/For machine learning/High Light_2017-06-01_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.799	"input/For machine learning/High Light_2017-06-01_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.803	"input/For machine learning/High Light_2017-06-01_.txt"
1	"Col-0"	"NaCl"	75	0	1	0	1	0.802	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.708	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.736	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.727	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.709	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.698	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.709	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.739	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.748	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.746	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.713	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.748	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.726	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.732	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.759	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.739	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.724	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.737	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	0	0	1	0	1	0.709	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.724	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.733	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.677	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.738	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.721	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.714	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.721	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.749	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.737	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.7	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.703	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.678	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.74	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.755	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.763	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.728	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.735	"input/For machine learning/High Light_2017-06-01_.txt"
1	"fug1"	"NaCl"	75	0	1	0	1	0.724	"input/For machine learning/High Light_2017-06-01_.txt"
1	"glk1glk2"	"NaCl"	0	0	1	0	1	0.298	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"glk1glk2"	"NaCl"	0	0	1	0	1	0.805	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"glk1glk2"	"NaCl"	0	0	1	0	1	0.809	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"glk1glk2"	"NaCl"	0	0	1	0	1	0.812	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"glk1glk2"	"NaCl"	0	0	1	0	1	0.803	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"glk1glk2"	"NaCl"	0	0	1	0	1	0.812	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.533	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.803	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.808	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.81	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.813	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.816	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"glk1glk2"	"NaCl"	0	0	1	0	1	0.818	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	0	0	1	0	1	0.815	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	0	0	1	0	1	0.824	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	0	0	1	0	1	0.288	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	0	0	1	0	1	0.816	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	0	0	1	0	1	0.816	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	0	0	1	0	1	0.812	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	0	0	1	0	1	0.825	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	0	0	1	0	1	0.818	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	0	0	1	0	1	0.822	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.815	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.813	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.815	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.675	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.822	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.823	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.811	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.823	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.825	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.812	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.587	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.823	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.813	"input/For machine learning/20171129_2017-11-29_.txt"
1	"glk1glk2"	"NaCl"	75	0	1	0	1	0.774	"input/For machine learning/20171129_2017-11-29_.txt"
1	"gun1-102"	"NaCl"	0	0	1	0	1	0.772	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	0	0	1	0	1	0.767	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	0	0	1	0	1	0.78	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	0	0	1	0	1	0.775	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	0	0	1	0	1	0.789	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	0	0	1	0	1	0.787	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	0	0	1	0	1	0.792	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	0	0	1	0	1	0.788	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	0	0	1	0	1	0.789	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	0	0	1	0	1	0.791	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	0	0	1	0	1	0.792	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	0	0	1	0	1	0.788	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.769	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.762	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.759	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.773	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.453	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.422	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.783	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.779	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.751	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.782	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.782	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.786	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.779	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.793	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.79	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.774	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.762	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.772	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.784	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.788	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.791	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.79	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.784	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102"	"NaCl"	75	0	1	0	1	0.794	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	0	0	1	0	1	0.525	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	0	0	1	0	1	0.356	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	0	0	1	0	1	0.404	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	0	0	1	0	1	0.299	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	0	0	1	0	1	0.393	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	0	0	1	0	1	0.508	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	0	0	1	0	1	0.309	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	0	0	1	0	1	0.289	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	0	0	1	0	1	0.329	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	0	0	1	0	1	0.162	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	0	0	1	0	1	0.563	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	0	0	1	0	1	0.46	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.504	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.206	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.239	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.769	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.775	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.757	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.751	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.556	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.397	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.502	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.318	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.324	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.66	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.354	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.473	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.398	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.32	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.55	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.556	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.373	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.337	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"gun1-102kea1kea2"	"NaCl"	75	0	1	0	1	0.327	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
1	"kea1kea2"	"NaCl"	0	0	1	0	1	0.77	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"kea1kea2"	"NaCl"	0	0	1	0	1	0.766	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
1	"kea1kea2"	"NaCl"	0	0	1	0	1	0.365	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
