"timepoint"	"genotype"	"treatment"	"concentration"	"NPQ"	"qL"	"qN"	"qP"	"Y.II."	"file"
9	"Col-0"	"NaCl"	75	0.282	0.291	0.647	0.522	0.323	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"Col-0"	"NaCl"	75	0.239	0.24	0.6	0.467	0.298	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"Col-0"	"NaCl"	75	0.298	0.231	0.714	0.365	0.174	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"Col-0"	"NaCl"	75	0.184	0.229	0.525	0.467	0.308	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"Col-0"	"NaCl"	75	0.247	0.248	0.608	0.471	0.295	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"Col-0"	"NaCl"	75	0.243	0.263	0.604	0.494	0.313	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"Col-0"	"NaCl"	0	0.224	0.273	0.576	0.522	0.341	"input/For machine learning/High Light_2017-06-01_.txt"
9	"Col-0"	"NaCl"	0	0.216	0.256	0.569	0.498	0.325	"input/For machine learning/High Light_2017-06-01_.txt"
9	"Col-0"	"NaCl"	0	0.227	0.279	0.584	0.522	0.338	"input/For machine learning/High Light_2017-06-01_.txt"
9	"Col-0"	"NaCl"	0	0.275	0.264	0.631	0.502	0.323	"input/For machine learning/High Light_2017-06-01_.txt"
9	"Col-0"	"NaCl"	0	0.275	0.276	0.631	0.518	0.333	"input/For machine learning/High Light_2017-06-01_.txt"
9	"Col-0"	"NaCl"	0	0.349	0.241	0.694	0.455	0.28	"input/For machine learning/High Light_2017-06-01_.txt"
9	"Col-0"	"NaCl"	0	0.376	0.241	0.706	0.455	0.281	"input/For machine learning/High Light_2017-06-01_.txt"
9	"Col-0"	"NaCl"	0	0.373	0.247	0.71	0.459	0.282	"input/For machine learning/High Light_2017-06-01_.txt"
9	"Col-0"	"NaCl"	75	0.329	0.274	0.682	0.498	0.308	"input/For machine learning/High Light_2017-06-01_.txt"
9	"Col-0"	"NaCl"	75	0.408	0.281	0.737	0.482	0.28	"input/For machine learning/High Light_2017-06-01_.txt"
9	"Col-0"	"NaCl"	75	0.369	0.296	0.71	0.518	0.315	"input/For machine learning/High Light_2017-06-01_.txt"
9	"Col-0"	"NaCl"	75	0.384	0.276	0.714	0.498	0.305	"input/For machine learning/High Light_2017-06-01_.txt"
9	"Col-0"	"NaCl"	75	0.4	0.282	0.725	0.498	0.299	"input/For machine learning/High Light_2017-06-01_.txt"
9	"Col-0"	"NaCl"	75	0.376	0.28	0.71	0.502	0.308	"input/For machine learning/High Light_2017-06-01_.txt"
9	"Col-0"	"NaCl"	75	0.294	0.297	0.643	0.549	0.357	"input/For machine learning/High Light_2017-06-01_.txt"
9	"Col-0"	"NaCl"	75	0.231	0.275	0.576	0.541	0.368	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.227	0.321	0.624	0.518	0.288	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.255	0.328	0.635	0.537	0.312	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.22	0.294	0.6	0.502	0.295	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.224	0.334	0.616	0.533	0.3	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.216	0.367	0.608	0.565	0.313	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.239	0.33	0.635	0.525	0.291	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.282	0.282	0.663	0.478	0.272	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.267	0.286	0.643	0.494	0.291	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.275	0.283	0.651	0.486	0.285	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.247	0.296	0.639	0.486	0.271	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.369	0.259	0.729	0.435	0.237	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.247	0.298	0.635	0.498	0.284	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.329	0.334	0.71	0.522	0.281	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.294	0.269	0.663	0.475	0.281	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.29	0.31	0.671	0.51	0.29	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.318	0.335	0.702	0.522	0.279	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.267	0.32	0.647	0.525	0.302	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	0	0.333	0.381	0.722	0.557	0.285	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.447	0.382	0.788	0.545	0.264	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.506	0.275	0.812	0.42	0.2	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.569	0	0.855	0	0.159	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.408	0.341	0.761	0.518	0.267	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.412	0.366	0.769	0.533	0.264	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.365	0.355	0.741	0.525	0.266	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.4	0.322	0.761	0.486	0.242	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.427	0.307	0.765	0.482	0.253	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.424	0.327	0.769	0.498	0.255	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.431	0.382	0.788	0.533	0.247	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.439	0.388	0.792	0.541	0.25	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.475	0.449	0.82	0.584	0.246	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.298	0.336	0.678	0.537	0.303	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.31	0.318	0.682	0.525	0.304	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.318	0.317	0.686	0.529	0.31	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.345	0.354	0.722	0.537	0.285	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.333	0.361	0.71	0.553	0.3	"input/For machine learning/High Light_2017-06-01_.txt"
9	"fug1"	"NaCl"	75	0.318	0.38	0.702	0.569	0.304	"input/For machine learning/High Light_2017-06-01_.txt"
9	"glk1glk2"	"NaCl"	0	0.22	0.242	0.561	0.506	0.346	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"glk1glk2"	"NaCl"	0	0.251	0.211	0.596	0.455	0.309	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"glk1glk2"	"NaCl"	0	0.259	0.258	0.6	0.522	0.354	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"glk1glk2"	"NaCl"	0	0.271	0.245	0.62	0.49	0.326	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"glk1glk2"	"NaCl"	0	0.294	0.261	0.639	0.514	0.341	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"glk1glk2"	"NaCl"	75	0.275	0.445	0.757	0.553	0.194	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"glk1glk2"	"NaCl"	75	0.208	0.285	0.545	0.565	0.389	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"glk1glk2"	"NaCl"	75	0.161	0.203	0.475	0.475	0.342	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"glk1glk2"	"NaCl"	75	0.216	0.27	0.553	0.549	0.383	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"glk1glk2"	"NaCl"	75	0.176	0.233	0.498	0.518	0.371	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"glk1glk2"	"NaCl"	75	0.18	0.267	0.502	0.565	0.407	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"glk1glk2"	"NaCl"	0	0.188	0.207	0.51	0.482	0.348	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	0	0.224	0.211	0.561	0.471	0.33	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	0	0.204	0.27	0.533	0.569	0.41	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	0	0.518	1	0.945	1	0.133	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	0	0.227	0.204	0.565	0.459	0.322	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	0	0.239	0.191	0.58	0.435	0.302	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	0	0.22	0.202	0.557	0.455	0.316	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	0	0.176	0.208	0.49	0.498	0.365	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	0	0.204	0.189	0.533	0.447	0.319	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	0	0.184	0.186	0.506	0.455	0.33	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	75	0.184	0.25	0.506	0.541	0.389	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	75	0.227	0.268	0.569	0.545	0.379	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	75	0.208	0.26	0.541	0.545	0.385	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	75	0.278	0.34	0.69	0.506	0.25	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	75	0.2	0.276	0.525	0.576	0.415	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	75	0.212	0.285	0.541	0.584	0.42	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	75	0.243	0.283	0.584	0.557	0.383	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	75	0.169	0.232	0.475	0.533	0.394	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	75	0.188	0.293	0.51	0.604	0.439	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	75	0.184	0.269	0.51	0.561	0.4	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	75	0.259	0.326	0.718	0.451	0.186	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	75	0.165	0.26	0.475	0.573	0.42	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	75	0.157	0.215	0.463	0.502	0.365	"input/For machine learning/20171129_2017-11-29_.txt"
9	"glk1glk2"	"NaCl"	75	0.192	0.108	0.537	0.263	0.173	"input/For machine learning/20171129_2017-11-29_.txt"
9	"gun1-102"	"NaCl"	0	0.275	0.165	0.639	0.341	0.21	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	0	0.42	0.176	0.753	0.322	0.177	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	0	0.188	0.131	0.529	0.314	0.209	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	0	0.329	0.148	0.686	0.302	0.179	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	0	0.184	0.141	0.522	0.341	0.233	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	0	0.235	0.115	0.588	0.275	0.18	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	0	0.169	0.138	0.49	0.345	0.24	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	0	0.227	0.13	0.58	0.306	0.203	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	0	0.145	0.125	0.451	0.325	0.229	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	0	0.231	0.138	0.584	0.322	0.214	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	0	0.153	0.128	0.467	0.329	0.232	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	0	0.176	0.128	0.51	0.318	0.219	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.11	0.145	0.38	0.361	0.252	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.118	0.122	0.408	0.306	0.21	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.118	0.155	0.412	0.365	0.248	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.169	0.2	0.502	0.431	0.289	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.231	1	0.753	1	0.481	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.353	0	0.859	0	0.917	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	75	0	0	0	0	0.885	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.318	0.274	0.675	0.494	0.302	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.247	0.245	0.608	0.475	0.303	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.29	0.226	0.663	0.412	0.241	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.259	0.232	0.62	0.455	0.289	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.306	0.278	0.667	0.502	0.309	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.298	0.287	0.659	0.518	0.324	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.176	0.211	0.51	0.451	0.304	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.243	0.309	0.596	0.569	0.375	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.243	0.234	0.596	0.471	0.308	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.184	0.214	0.525	0.447	0.298	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.165	0.205	0.498	0.431	0.285	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.161	0.169	0.486	0.384	0.259	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.298	0.305	0.655	0.537	0.335	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.239	0.24	0.592	0.478	0.314	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.271	0.308	0.627	0.557	0.359	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.271	0.295	0.627	0.541	0.347	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.231	0.294	0.588	0.545	0.356	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102"	"NaCl"	75	0.29	0.294	0.643	0.537	0.344	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	0	0.482	0.911	0.875	0.933	0.256	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	0	0.906	0	0.973	0	0.741	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	0	0.839	0	0.961	0	0.84	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	0	0.937	0	0.98	0	0.789	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	0	0.271	0.564	0.765	0.659	0.218	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	0	0.275	0.474	0.741	0.592	0.227	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	0	0.337	0.906	0.835	0.929	0.248	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0.125	0.155	0.42	0.373	0.256	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0.094	0.11	0.345	0.302	0.216	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0.129	0.169	0.431	0.384	0.259	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0.11	0.143	0.392	0.341	0.232	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0.22	0.373	0.686	0.498	0.2	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0.514	0	0.922	0	0.922	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0.118	0.307	0.537	0.427	0.173	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	1	0	0.984	0	0.902	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0.502	0	0.937	0	0.729	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0.176	0.429	0.573	0.616	0.328	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0.369	1	0.89	1	0.217	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0.196	0.28	0.698	0.369	0.124	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0.502	0	0.918	0	0.528	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0.353	0	0.898	0	0.849	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0.337	0.649	0.8	0.737	0.251	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0.267	0.475	0.737	0.592	0.223	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0.694	0	0.953	0	0.494	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0	0	0	0	0.87	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	1	0	0.98	0	0.889	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"gun1-102kea1kea2"	"NaCl"	75	0.522	0	0.937	0	0.301	"input/For machine learning/20180209_kea1-1kea2-1gun1_rescue.txt"
9	"kea1kea2"	"NaCl"	0	0.259	0.152	0.624	0.322	0.2	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"kea1kea2"	"NaCl"	0	0.278	0.157	0.647	0.322	0.194	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"kea1kea2"	"NaCl"	75	0.176	0.181	0.518	0.4	0.267	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"kea1kea2"	"NaCl"	75	0.176	0.176	0.514	0.392	0.264	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"kea1kea2"	"NaCl"	75	0.247	0.406	0.722	0.525	0.201	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"kea1kea2"	"NaCl"	75	0.196	0.358	0.62	0.518	0.248	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"kea1kea2"	"NaCl"	75	0.353	0.486	0.812	0.584	0.191	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"kea1kea2"	"NaCl"	75	0.353	0	0.796	0	0.146	"input/For machine learning/20170911_glk1glk2 _for_machine_learning_2018-03-27_.txt"
9	"kea1kea2"	"NaCl"	0	0.553	0.733	0.929	0.769	0.131	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	0	0.639	1	0.961	1	0.105	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	0	0.514	0.793	0.937	0.816	0.109	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	0	0.565	0.817	0.949	0.835	0.101	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	0	0.478	0.849	0.933	0.867	0.121	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	0	0.502	0.651	0.945	0.678	0.079	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	0	0.384	0.639	0.875	0.694	0.152	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	0	0.427	0.708	0.91	0.745	0.127	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	0	0.478	0.577	0.914	0.624	0.11	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	0	0.608	1	0.957	1	0.152	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	0	0.463	0.881	0.922	0.898	0.144	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	0	0.522	0.867	0.941	0.882	0.114	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	0	0.608	1	0.957	1	0.114	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	0	0.439	1	0.914	1	0.173	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	0	0.416	0.723	0.902	0.761	0.136	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.337	0.49	0.8	0.592	0.2	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.247	0.336	0.698	0.471	0.201	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.247	0.276	0.663	0.435	0.22	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.302	0.418	0.745	0.549	0.226	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.369	0.47	0.8	0.584	0.216	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.396	0.508	0.831	0.604	0.194	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.333	0.471	0.773	0.592	0.231	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.278	0.435	0.725	0.573	0.243	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.298	0.446	0.733	0.588	0.255	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.243	0.432	0.667	0.596	0.288	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.235	0.496	0.667	0.647	0.301	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.153	0.302	0.533	0.482	0.259	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.278	0.401	0.769	0.502	0.168	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.322	0.486	0.78	0.596	0.213	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.22	0.296	0.659	0.435	0.197	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.337	0.414	0.773	0.541	0.217	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.298	0.398	0.714	0.557	0.264	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.263	0.403	0.69	0.561	0.263	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.306	0.502	0.753	0.627	0.251	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.224	0.409	0.663	0.557	0.25	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.302	0.461	0.765	0.576	0.215	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	75	0.286	0.433	0.733	0.565	0.232	"input/For machine learning/20171129_2017-11-29_.txt"
9	"kea1kea2"	"NaCl"	0	0.678	0	0.965	0	0.354	"input/For machine learning/20171230_gun1kea1kea2_rescue.txt"
